file,line,severity,type,issue,fix
apps/web/src/components/admin/AdoptionListingReview.tsx,240,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/AdoptionListingReview.tsx,59,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionListingReview.tsx,361,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionListingReview.tsx,374,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionManagement.tsx,365,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/AdoptionManagement.tsx,71,MED,Interactive without role,"onClick={() => onUnhide(profile._id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionManagement.tsx,81,MED,Interactive without role,"onClick={() => onHide(profile._id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionManagement.tsx,91,MED,Interactive without role,"onClick={() => onDelete(profile)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionManagement.tsx,407,MED,Interactive without role,"onClick={() => setShowDeleteDialog(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionManagement.tsx,415,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/BusinessConfigPanel.tsx,46,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/BusinessConfigPanel.tsx,56,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,162,MED,Interactive without role,"onClick={() => setSelectedReport(report)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,180,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,229,MED,Interactive without role,"onClick={() => setSelectedReport(null)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,231,MED,Interactive without role,"onClick={(e) => e.stopPropagation()}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,237,MED,Interactive without role,"onClick={() => setSelectedReport(null)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,275,MED,Interactive without role,"onClick={() => setSelectedReport(null)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ChatModerationPanel.tsx,280,MED,Interactive without role,"onClick={handleReview} disabled={actionInFlight}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/CommunityManagement.tsx,318,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/CommunityManagement.tsx,72,MED,Interactive without role,"onClick={() => onUnhide(postId)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/CommunityManagement.tsx,77,MED,Interactive without role,"onClick={() => onHide(postId)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/CommunityManagement.tsx,82,MED,Interactive without role,"onClick={() => onDelete(post)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/CommunityManagement.tsx,360,MED,Interactive without role,"onClick={() => setShowDeleteDialog(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/CommunityManagement.tsx,365,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentModerationQueue.tsx,451,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/ContentModerationQueue.tsx,503,MED,Hardcoded Spacing,"className=""max-w-4xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/ContentModerationQueue.tsx,323,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/ContentModerationQueue.tsx,405,MED,Interactive without role,"onClick={loadQueue} variant=""outline"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentModerationQueue.tsx,468,MED,Interactive without role,"onClick={() => setSelectedItem(item)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentModerationQueue.tsx,546,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentModerationQueue.tsx,559,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentView.tsx,89,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/ContentView.tsx,156,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/ContentView.tsx,120,MED,Interactive without role,"onClick={() => handleReviewPet(pet)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentView.tsx,202,MED,Interactive without role,"onClick={() => setDialogOpen(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentView.tsx,205,MED,Interactive without role,"onClick={handleRemovePet}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ContentView.tsx,209,MED,Interactive without role,"onClick={handleApprovePet}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/KYCManagement.tsx,215,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/KYCManagement.tsx,294,MED,Hardcoded Spacing,"className=""max-w-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/KYCManagement.tsx,62,MED,Interactive without role,"onClick = (session: KYCSubmission) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/KYCManagement.tsx,158,MED,Interactive without role,"onClick={loadSessions} variant=""outline"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/KYCManagement.tsx,227,MED,Interactive without role,"onClick={() => handleSessionClick(session)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/KYCManagement.tsx,440,MED,Interactive without role,"onClick={handleVerify}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/KYCManagement.tsx,448,MED,Interactive without role,"onClick={handleReject}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/LiveStreamManagement.tsx,167,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/LiveStreamManagement.tsx,225,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/LiveStreamManagement.tsx,170,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/admin/LiveStreamManagement.tsx,172,MED,Interactive without role,"onClick={() => setSelectedStream(stream)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/LiveStreamManagement.tsx,352,MED,Interactive without role,"onClick={() => handleEndStream(selectedStream.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/LostFoundManagement.tsx,113,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/LostFoundManagement.tsx,168,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/LostFoundManagement.tsx,116,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/admin/LostFoundManagement.tsx,127,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/LostFoundManagement.tsx,188,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/LostFoundManagement.tsx,118,MED,Interactive without role,"onClick={() => setSelectedAlert(alert)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/LostFoundManagement.tsx,308,MED,Interactive without role,"onClick={() => handleArchiveAlert(selectedAlert.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,61,HIGH,Hardcoded Color,"#a855f7","Replace with CSS variable or design token"
apps/web/src/components/admin/MapSettingsView.tsx,62,HIGH,Hardcoded Color,"#f59e0b","Replace with CSS variable or design token"
apps/web/src/components/admin/MapSettingsView.tsx,63,HIGH,Hardcoded Color,"#ec4899","Replace with CSS variable or design token"
apps/web/src/components/admin/MapSettingsView.tsx,64,HIGH,Hardcoded Color,"#14b8a6","Replace with CSS variable or design token"
apps/web/src/components/admin/MapSettingsView.tsx,65,HIGH,Hardcoded Color,"#06b6d4","Replace with CSS variable or design token"
apps/web/src/components/admin/MapSettingsView.tsx,66,HIGH,Hardcoded Color,"#8b5cf6","Replace with CSS variable or design token"
apps/web/src/components/admin/MapSettingsView.tsx,293,MED,Interactive without role,"onClick={handleResetToDefaults}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,297,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,569,MED,Interactive without role,"onClick={() => setIsAddingCategory(true)} size=""sm"" className=""gap-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,675,MED,Interactive without role,"onClick={() => setIsAddingCategory(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,678,MED,Interactive without role,"onClick={handleAddCategory}>Add Category</Button>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,732,MED,Interactive without role,"onClick={() => setEditingCategory(null)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,735,MED,Interactive without role,"onClick={() => handleUpdateCategory(editingCategory)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,769,MED,Interactive without role,"onClick={() => setEditingCategory(category)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,777,MED,Interactive without role,"onClick={() => handleDeleteCategory(category.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MapSettingsView.tsx,886,MED,Interactive without role,"onClick={resetProviderDefaults}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MatchingConfigPanel.tsx,407,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MatchingConfigPanel.tsx,432,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/MatchingConfigPanel.tsx,459,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ModerationQueue.tsx,263,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/ModerationQueue.tsx,393,MED,Hardcoded Spacing,"className=""max-w-4xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/ModerationQueue.tsx,285,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/ModerationQueue.tsx,401,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/admin/ModerationQueue.tsx,232,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ModerationQueue.tsx,280,MED,Interactive without role,"onClick={() => handleTaskClick(task)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ModerationQueue.tsx,505,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ModerationQueue.tsx,557,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ModerationQueue.tsx,570,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/ModerationQueue.tsx,583,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/PerformanceMonitoring.tsx,183,MED,Interactive without role,"onClick={updateMetrics} variant=""outline"" size=""sm"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/PetProfileGenerator.tsx,168,MED,Interactive without role,"onClick={generatePets} disabled={isGenerating} className=""w-full sm:w-auto"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/PhotoModerationQueue.tsx,340,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
